,title,url,rating,no_ratings,desc,price
150,Bali Southern Private Tour,/AttractionProductReview-g1380108-d12426556-Private_Tour_Uluwatu_and_Jimbaran-Pecatu_Nusa_Dua_Peninsula_Bali.html,4.5,68,"Enjoy sunset views from clifftop Uluwatu Temple and experience Jimbaran Bay’s vibrant beach on this private tour, direct from your hotel. Leave south Bali’s toxic traffic to your chauffeur and relax as you explore","2,037.19"
151,Full-Day Ayung River White Water Rafting and Ubud Tour,/AttractionProductReview-g608496-d11484106-Full_Day_Ayung_River_White_Water_Rafting_and_Ubud_Tour-Tabanan_Bali.html,5,44,"This full-day excursion to the Ayung River and Ubud offers adventure and culture in equal measure. Ideal for families, this tour includes white-water rafting on the Ayung River and a visit to the Sacred Monkey","1,828.25"
152,Bali Best Waterfalls Tour,/AttractionProductReview-g469404-d15671709-Bali_Best_Waterfalls_Tour-Seminyak_Kuta_District_Bali.html,5,32,"North Bali’s most beautiful waterfalls take hours to reach from south Bali. Leave mountain roads to your expert chauffeur and experience the falls in style on this private door-to-door tour, with ample time to take","2,298.37"
153,Admission Ticket Upside Down World,/AttractionProductReview-g469404-d13943774-Admission_Ticket_Upside_Down_World-Seminyak_Kuta_District_Bali.html,4.5,2,"Treat the kids to a fab day out or style up your Instagram with guaranteed entry to Upside Down World, the Bali branch of the South-East Asian social brand. Capture hysterical shots with the help of the staff as you",313.41
154,Bali Best Snorkeling at Blue Lagoon with Transport and Lunch,/AttractionProductReview-g469404-d13496452-Bali_Best_Snorkeling_at_Blue_Lagoon_with_Transport_and_Lunch-Seminyak_Kuta_Distric.html,5,45,"With clear, warm waters and colorful fish and coral, Bali is a dream snorkeling destination. On this fun day trip you'll experience two of Bali's top snorkeling spots, the Blue Lagoon and Tanjung Jepun. These are","1,723.78"
155,Bali Quad Bike Adventure with Ubud Monkey Forest and Temple,/AttractionProductReview-g608496-d13282583-Bali_Quad_Bike_Adventure_with_Ubud_Monkey_Forest_and_Temple-Tabanan_Bali.html,5,40,"Achieve the perfect blend of thrills and culture on this private day tour around Ubud. Start with an all-terrain vehicle adventure, led by an experienced ATV instructor and complete with essential safety gear. After","3,395.32"
156,Nusa Penida Instagram Tour: Legendary Spots,/AttractionProductReview-g1380108-d15689841-Nusa_Penida_Instagram_Tour_Legendary_Spots-Pecatu_Nusa_Dua_Peninsula_Bali.html,5,16,"Instagram and photography enthusiasts will love this private tour of Nusa Penida, although it’s a fun tour for anyone who appreciates beautiful landscapes. You’ll be picked up in Bali and taken to the island by","4,440.03"
157,Local Market Tour and Traditional Balinese Cooking Class with a...,/AttractionProductReview-g608496-d14083954-Local_Market_Tour_and_Traditional_Balinese_Cooking_Class_with_a_Family_in_Ubud-Tab.html,5,42,"Culinary experiences don’t get more authentic than joining a local host on their daily shop. Start your private Balinese cooking lesson at Pejeng Market, where Putu, your host, will introduce you to the goodies on","3,134.14"
158,Half-Day Ubud Electric Bike Tour to Tirta Empul Water Temple,/AttractionProductReview-g608496-d13960871-Half_Day_Ubud_Electric_Bike_Tour_to_Tirta_Empul_Water_Temple-Tabanan_Bali.html,5,76,"Experience Ubud’s hilly back roads and rice-field landscapes in comfort on an electric bicycle on this half-day small-group tour. Pedal when you want, or let the motor take the strain. You’ll travel past local","2,611.78"
159,Gili island Snorkeling Half Day Trip departure from Gili Trawangan,/AttractionProductReview-g1940487-d16717180-Gili_island_Snorkeling_Half_Day_Trip_departure_from_Gili_Trawangan-Gili_Islands_P.html,3,2,This option entitles you snorkeling tour around the Gili islands. Perfect for combination of snorkelers and non snorkelers . with 2 option choice either small group tour about 4.5 hours Trip or Private Tour . Swim,"1,149.19"
160,"Yogyakarta Cultural Tour: Borobudur Temple, Prambanan Temple and...",/AttractionProductReview-g12872450-d11483254-Yogyakarta_Cultural_Tour_Borobudur_Temple_Prambanan_Temple_and_Merapi_Volcano-Sl.html,4.5,19,"Yogyakarta is unanimously hailed as the cultural heart of Indonesia. This private tour, ideal for travelers with limited time in Java, gives you the chance to tick off three Yogyakarta highlights in only one day.","6,529.46"
161,Nusa Penida Adventure Tour,/AttractionProductReview-g469404-d17065170-Nusa_Penida_Adventure_Tour-Seminyak_Kuta_District_Bali.html,4.5,3,"Get a comprehensive tour of Nusa Penida Island, including multiple snorkeling stops, on this full-day excursion. You’ll make the most of your day on the island with the leadership of a guide, who will make sure you","4,074.38"
162,Nusa Penida Instagram Tour: The Most Famous Spots,/AttractionProductReview-g12948593-d15665625-Nusa_Penida_Instagram_Tour_The_Most_Famous_Spots-Ped_Nusa_Penida_Bali.html,5,20,"Grab your phone and your friends and head out to visit Nusa Penida's most Instagram-famous spots with this private guided tour of the island. Your guide will take you and your party to Kelingking Beach, Diamond","4,440.03"
163,Jungle Hopper Package Bali Safari,/AttractionProductReview-g608496-d17554745-Jungle_Hopper_Package_Bali_Safari-Tabanan_Bali.html,4,4,"Special offer for Jungle Hopper Package with the best and easiest way to get into Bali Safari and Marine Park and embarks you on an adventure in the wildlife to encounter a wide variety of animals, even endangered","2,872.96"
164,Private Uluwatu Temple Day Trip,/AttractionProductReview-g1219108-d11464254-Private_Uluwatu_Temple_Day_Trip-Ungasan_Nusa_Dua_Peninsula_Bali.html,5,65,"Absorb the sacred splendor of Uluwatu Temple on a private full-day trip from South Denpasar. In the Balinese sunshine, you’ll visit the gorgeous Pandawa Beach and swim in the crystal clear waters of Labuan Sait","1,828.25"
165,"Private Uluwatu Temple,Kecak Fire Dance Evening Tour with Dinner in...",/AttractionProductReview-g469404-d12560490-Private_Uluwatu_Temple_Kecak_Fire_Dance_Evening_Tour_with_Dinner_in_Jimbaran_bay-S.html,4.5,33,"There’s no better place to immerse in Balinese culture than Uluwatu Temple, perched atop 230-foot (70-meter) cliffs. Skip the self-drive hassles and let your private driver take the wheel on this door-to-door","1,019.41"
166,"Bali Waterfalls in One Day: Tukad Cepung, Tibumana, Kanto Lampo...",/AttractionProductReview-g608496-d15845734-Bali_Waterfalls_in_One_Day_Tukad_Cepung_Tibumana_Kanto_Lampo_Tegenungan-Tabanan_Ba.html,5,11,"Pack your cameras for a full day tour around some of Bali’s most picturesque waterfalls. Rather than rushing from site to site with a large group of tourists, spend around an hour at each location with only a",626.83
167,Bali White Water Rafting All Inclusive With Transportation and Lunch,/AttractionProductReview-g294226-d13305244-Bali_White_Water_Rafting_All_Inclusive_With_Transportation_and_Lunch-Bali.html,5,18,"Discover Balinese nature on an 2-hour white water rafting adventure. In addition to round trip transportation from your hotel, the all-inclusive experience includes a buffet lunch. While action-packed, the activity","1,316.34"
168,Telaga Waja White Water Rafting (Very easy access both points),/AttractionProductReview-g608496-d15767476-Telaga_Waja_White_Water_Rafting_Very_easy_access_both_points-Tabanan_Bali.html,5,3,"Telaga Waja River is best destination for this adventures ,this river has Class Rapid Water from 3 till 4 grade water, so..it’s will be good for Beginner and will give Challenge for Experience and The water from the","1,462.60"
169,3 Hour Cooking Class Experiences and Lunch at Anggrek Putih Eco...,/AttractionProductReview-g297733-d15567242-3_Hour_Cooking_Class_Experiences_and_Lunch_at_Anggrek_Putih_Eco_Resort_in_Lombok-L.html,5,9,Cooking class managed by Anggrek Putih Eco Resort & Authentic Lombok Tours offers 3-hours learning Indonesian Cuisine.  Experience the different flavor of Indonesian cuisine and learn about,"1,671.54"
170,3 Islands Full Day Cruise from Bali,/AttractionProductReview-g469404-d13147297-3_Islands_Full_Day_Cruise_from_Bali-Seminyak_Kuta_District_Bali.html,4.5,23,"Three gorgeous islands hang in the waters between Bali and Lombok: Penida, Lembongan, and Ceningan. It would take days to travel them all independently—but you can see the highlights in just a few hours on this","6,163.81"
171,Nusa Lembongan Island Tour with Snorkeling,/AttractionProductReview-g469404-d12943428-Nusa_Lembongan_Island_Tour_with_Snorkeling-Seminyak_Kuta_District_Bali.html,4.5,6,"Spare yourself the hassle of negotiating with boatmen on this convenient Nusa Lembongan day trip. Enjoy a cruise through the mangroves; snorkel at three separate spots; see Devil’s Tear bay, soak up panoramic views,","2,559.55"
172,Bali Sea Walker GWK Uluwatu Sunset Tour - Free WiFi,/AttractionProductReview-g469404-d17336081-Bali_Sea_Walker_GWK_Uluwatu_Sunset_Tour_Free_WiFi-Seminyak_Kuta_District_Bali.html,5,9,"A new experience combination of underwater with Beautiful beach, enjoy the great lunch with Balinese culinary at the local warung or restaurant at Nusa Dua, Visit the GWK as the second world large statue will be","1,305.89"
173,"Bali Horse Riding Experience: Long Ride rice field, beach and village",/AttractionProductReview-g469404-d17446648-Bali_Horse_Riding_Experience_Long_Ride_rice_field_beach_and_village-Seminyak_Kuta_.html,4.5,11,"Note: WEIGHT LIMIT 90KG (PLEASE CHOSE MORNING 09.00 Am or AFTERNOON 03.00Pm)Experience the natural beauty of ""Real"" Bali on the back of one of our happy horses!KUDA P STABLES are located in the sleepy untouched","3,081.91"
174,BALI PRIVATE CAR CHARTER WITH ENGLISH SPEAKING DRIVER,/AttractionProductReview-g608496-d14071386-BALI_PRIVATE_CAR_CHARTER_WITH_ENGLISH_SPEAKING_DRIVER-Tabanan_Bali.html,5,149,"Bali is a big place with little public transport. Between the hordes of scooters, giant tour buses, and assertive trucks, it’s a challenging island to drive—even if you’re used to the left side. Enjoy all the",522.36
175,1 Day Trip Mount Bromo Sunrise Tour - From Surabaya,/AttractionProductReview-g297715-d14084235-1_Day_Trip_Mount_Bromo_Sunrise_Tour_From_Surabaya-Surabaya_East_Java_Java.html,4.5,30,Sunrise over the black sand desert around Mt. Bromo is one of Indonesia’s most iconic sights. Experience its majesty without braving Cemara Lawang’s bracing hotels on this convenient door-to-door tour from Surabaya,"3,348.88"
176,Ayung White Water Rafting and Bali ATV Ride Packages: Best One Day...,/AttractionProductReview-g608496-d13807411-Ayung_White_Water_Rafting_and_Bali_ATV_Ride_Packages_Best_One_Day_Adventures-Taban.html,4.5,45,"Experience the adventurous side of Bali with this full-day combo experience, which includes white-water rafting and an ATV ride. You'll start at the Ayung River, where you'll raft through beautiful rainforests, past","2,790.95"
177,"Ubud White Water Rafting, Rice Terrace and Jungle Swing",/AttractionProductReview-g608496-d13562900-Ubud_White_Water_Rafting_Rice_Terrace_and_Jungle_Swing-Tabanan_Bali.html,5,29,"Enjoy an adrenaline-packed day—with none of that adrenaline coming from driving—on two classic Ubud adventures. First, take a white-water rafting trip down the Ayung River. After a buffet lunch and a coffee","2,350.61"
178,Bali Downhill Cultural Cycling Tour,/AttractionProductReview-g608496-d11476406-Bali_Downhill_Cultural_Cycling_Tour-Tabanan_Bali.html,5,62,"Combine Balinese culture with adventure on a full-day downhill cycling tour from Ubud. After hotel pickup, you’ll travel to the dramatic landscapes surrounding the Kintamini volcano to enjoy a coffee-tasting","2,350.61"
179,Bali Southern Private Tour,/AttractionProductReview-g1380108-d12426556-Private_Tour_Uluwatu_and_Jimbaran-Pecatu_Nusa_Dua_Peninsula_Bali.html,4.5,68,"Enjoy sunset views from clifftop Uluwatu Temple and experience Jimbaran Bay’s vibrant beach on this private tour, direct from your hotel. Leave south Bali’s toxic traffic to your chauffeur and relax as you explore","2,037.19"
180,Full-Day Ayung River White Water Rafting and Ubud Tour,/AttractionProductReview-g608496-d11484106-Full_Day_Ayung_River_White_Water_Rafting_and_Ubud_Tour-Tabanan_Bali.html,5,44,"This full-day excursion to the Ayung River and Ubud offers adventure and culture in equal measure. Ideal for families, this tour includes white-water rafting on the Ayung River and a visit to the Sacred Monkey","1,828.25"
181,Bali Best Waterfalls Tour,/AttractionProductReview-g469404-d15671709-Bali_Best_Waterfalls_Tour-Seminyak_Kuta_District_Bali.html,5,32,"North Bali’s most beautiful waterfalls take hours to reach from south Bali. Leave mountain roads to your expert chauffeur and experience the falls in style on this private door-to-door tour, with ample time to take","2,298.37"
182,Admission Ticket Upside Down World,/AttractionProductReview-g469404-d13943774-Admission_Ticket_Upside_Down_World-Seminyak_Kuta_District_Bali.html,4.5,2,"Treat the kids to a fab day out or style up your Instagram with guaranteed entry to Upside Down World, the Bali branch of the South-East Asian social brand. Capture hysterical shots with the help of the staff as you",313.41
183,Bali Best Snorkeling at Blue Lagoon with Transport and Lunch,/AttractionProductReview-g469404-d13496452-Bali_Best_Snorkeling_at_Blue_Lagoon_with_Transport_and_Lunch-Seminyak_Kuta_Distric.html,5,45,"With clear, warm waters and colorful fish and coral, Bali is a dream snorkeling destination. On this fun day trip you'll experience two of Bali's top snorkeling spots, the Blue Lagoon and Tanjung Jepun. These are","1,723.78"
184,Bali Quad Bike Adventure with Ubud Monkey Forest and Temple,/AttractionProductReview-g608496-d13282583-Bali_Quad_Bike_Adventure_with_Ubud_Monkey_Forest_and_Temple-Tabanan_Bali.html,5,40,"Achieve the perfect blend of thrills and culture on this private day tour around Ubud. Start with an all-terrain vehicle adventure, led by an experienced ATV instructor and complete with essential safety gear. After","3,395.32"
185,Nusa Penida Instagram Tour: Legendary Spots,/AttractionProductReview-g1380108-d15689841-Nusa_Penida_Instagram_Tour_Legendary_Spots-Pecatu_Nusa_Dua_Peninsula_Bali.html,5,16,"Instagram and photography enthusiasts will love this private tour of Nusa Penida, although it’s a fun tour for anyone who appreciates beautiful landscapes. You’ll be picked up in Bali and taken to the island by","4,440.03"
186,Local Market Tour and Traditional Balinese Cooking Class with a...,/AttractionProductReview-g608496-d14083954-Local_Market_Tour_and_Traditional_Balinese_Cooking_Class_with_a_Family_in_Ubud-Tab.html,5,42,"Culinary experiences don’t get more authentic than joining a local host on their daily shop. Start your private Balinese cooking lesson at Pejeng Market, where Putu, your host, will introduce you to the goodies on","3,134.14"
187,Half-Day Ubud Electric Bike Tour to Tirta Empul Water Temple,/AttractionProductReview-g608496-d13960871-Half_Day_Ubud_Electric_Bike_Tour_to_Tirta_Empul_Water_Temple-Tabanan_Bali.html,5,76,"Experience Ubud’s hilly back roads and rice-field landscapes in comfort on an electric bicycle on this half-day small-group tour. Pedal when you want, or let the motor take the strain. You’ll travel past local","2,611.78"
188,Gili island Snorkeling Half Day Trip departure from Gili Trawangan,/AttractionProductReview-g1940487-d16717180-Gili_island_Snorkeling_Half_Day_Trip_departure_from_Gili_Trawangan-Gili_Islands_P.html,3,2,This option entitles you snorkeling tour around the Gili islands. Perfect for combination of snorkelers and non snorkelers . with 2 option choice either small group tour about 4.5 hours Trip or Private Tour . Swim,"1,149.19"
189,"Yogyakarta Cultural Tour: Borobudur Temple, Prambanan Temple and...",/AttractionProductReview-g12872450-d11483254-Yogyakarta_Cultural_Tour_Borobudur_Temple_Prambanan_Temple_and_Merapi_Volcano-Sl.html,4.5,19,"Yogyakarta is unanimously hailed as the cultural heart of Indonesia. This private tour, ideal for travelers with limited time in Java, gives you the chance to tick off three Yogyakarta highlights in only one day.","6,529.46"
190,Nusa Penida Adventure Tour,/AttractionProductReview-g469404-d17065170-Nusa_Penida_Adventure_Tour-Seminyak_Kuta_District_Bali.html,4.5,3,"Get a comprehensive tour of Nusa Penida Island, including multiple snorkeling stops, on this full-day excursion. You’ll make the most of your day on the island with the leadership of a guide, who will make sure you","4,074.38"
191,Nusa Penida Instagram Tour: The Most Famous Spots,/AttractionProductReview-g12948593-d15665625-Nusa_Penida_Instagram_Tour_The_Most_Famous_Spots-Ped_Nusa_Penida_Bali.html,5,20,"Grab your phone and your friends and head out to visit Nusa Penida's most Instagram-famous spots with this private guided tour of the island. Your guide will take you and your party to Kelingking Beach, Diamond","4,440.03"
192,Jungle Hopper Package Bali Safari,/AttractionProductReview-g608496-d17554745-Jungle_Hopper_Package_Bali_Safari-Tabanan_Bali.html,4,4,"Special offer for Jungle Hopper Package with the best and easiest way to get into Bali Safari and Marine Park and embarks you on an adventure in the wildlife to encounter a wide variety of animals, even endangered","2,872.96"
193,Private Uluwatu Temple Day Trip,/AttractionProductReview-g1219108-d11464254-Private_Uluwatu_Temple_Day_Trip-Ungasan_Nusa_Dua_Peninsula_Bali.html,5,65,"Absorb the sacred splendor of Uluwatu Temple on a private full-day trip from South Denpasar. In the Balinese sunshine, you’ll visit the gorgeous Pandawa Beach and swim in the crystal clear waters of Labuan Sait","1,828.25"
194,"Private Uluwatu Temple,Kecak Fire Dance Evening Tour with Dinner in...",/AttractionProductReview-g469404-d12560490-Private_Uluwatu_Temple_Kecak_Fire_Dance_Evening_Tour_with_Dinner_in_Jimbaran_bay-S.html,4.5,33,"There’s no better place to immerse in Balinese culture than Uluwatu Temple, perched atop 230-foot (70-meter) cliffs. Skip the self-drive hassles and let your private driver take the wheel on this door-to-door","1,019.41"
195,"Bali Waterfalls in One Day: Tukad Cepung, Tibumana, Kanto Lampo...",/AttractionProductReview-g608496-d15845734-Bali_Waterfalls_in_One_Day_Tukad_Cepung_Tibumana_Kanto_Lampo_Tegenungan-Tabanan_Ba.html,5,11,"Pack your cameras for a full day tour around some of Bali’s most picturesque waterfalls. Rather than rushing from site to site with a large group of tourists, spend around an hour at each location with only a",626.83
196,Bali White Water Rafting All Inclusive With Transportation and Lunch,/AttractionProductReview-g294226-d13305244-Bali_White_Water_Rafting_All_Inclusive_With_Transportation_and_Lunch-Bali.html,5,18,"Discover Balinese nature on an 2-hour white water rafting adventure. In addition to round trip transportation from your hotel, the all-inclusive experience includes a buffet lunch. While action-packed, the activity","1,316.34"
197,Telaga Waja White Water Rafting (Very easy access both points),/AttractionProductReview-g608496-d15767476-Telaga_Waja_White_Water_Rafting_Very_easy_access_both_points-Tabanan_Bali.html,5,3,"Telaga Waja River is best destination for this adventures ,this river has Class Rapid Water from 3 till 4 grade water, so..it’s will be good for Beginner and will give Challenge for Experience and The water from the","1,462.60"
198,3 Hour Cooking Class Experiences and Lunch at Anggrek Putih Eco...,/AttractionProductReview-g297733-d15567242-3_Hour_Cooking_Class_Experiences_and_Lunch_at_Anggrek_Putih_Eco_Resort_in_Lombok-L.html,5,9,Cooking class managed by Anggrek Putih Eco Resort & Authentic Lombok Tours offers 3-hours learning Indonesian Cuisine.  Experience the different flavor of Indonesian cuisine and learn about,"1,671.54"
199,3 Islands Full Day Cruise from Bali,/AttractionProductReview-g469404-d13147297-3_Islands_Full_Day_Cruise_from_Bali-Seminyak_Kuta_District_Bali.html,4.5,23,"Three gorgeous islands hang in the waters between Bali and Lombok: Penida, Lembongan, and Ceningan. It would take days to travel them all independently—but you can see the highlights in just a few hours on this","6,163.81"
200,Nusa Lembongan Island Tour with Snorkeling,/AttractionProductReview-g469404-d12943428-Nusa_Lembongan_Island_Tour_with_Snorkeling-Seminyak_Kuta_District_Bali.html,4.5,6,"Spare yourself the hassle of negotiating with boatmen on this convenient Nusa Lembongan day trip. Enjoy a cruise through the mangroves; snorkel at three separate spots; see Devil’s Tear bay, soak up panoramic views,","2,559.55"
201,Bali Sea Walker GWK Uluwatu Sunset Tour - Free WiFi,/AttractionProductReview-g469404-d17336081-Bali_Sea_Walker_GWK_Uluwatu_Sunset_Tour_Free_WiFi-Seminyak_Kuta_District_Bali.html,5,9,"A new experience combination of underwater with Beautiful beach, enjoy the great lunch with Balinese culinary at the local warung or restaurant at Nusa Dua, Visit the GWK as the second world large statue will be","1,305.89"
202,"Bali Horse Riding Experience: Long Ride rice field, beach and village",/AttractionProductReview-g469404-d17446648-Bali_Horse_Riding_Experience_Long_Ride_rice_field_beach_and_village-Seminyak_Kuta_.html,4.5,11,"Note: WEIGHT LIMIT 90KG (PLEASE CHOSE MORNING 09.00 Am or AFTERNOON 03.00Pm)Experience the natural beauty of ""Real"" Bali on the back of one of our happy horses!KUDA P STABLES are located in the sleepy untouched","3,081.91"
203,BALI PRIVATE CAR CHARTER WITH ENGLISH SPEAKING DRIVER,/AttractionProductReview-g608496-d14071386-BALI_PRIVATE_CAR_CHARTER_WITH_ENGLISH_SPEAKING_DRIVER-Tabanan_Bali.html,5,149,"Bali is a big place with little public transport. Between the hordes of scooters, giant tour buses, and assertive trucks, it’s a challenging island to drive—even if you’re used to the left side. Enjoy all the",522.36
204,1 Day Trip Mount Bromo Sunrise Tour - From Surabaya,/AttractionProductReview-g297715-d14084235-1_Day_Trip_Mount_Bromo_Sunrise_Tour_From_Surabaya-Surabaya_East_Java_Java.html,4.5,30,Sunrise over the black sand desert around Mt. Bromo is one of Indonesia’s most iconic sights. Experience its majesty without braving Cemara Lawang’s bracing hotels on this convenient door-to-door tour from Surabaya,"3,348.88"
205,Ayung White Water Rafting and Bali ATV Ride Packages: Best One Day...,/AttractionProductReview-g608496-d13807411-Ayung_White_Water_Rafting_and_Bali_ATV_Ride_Packages_Best_One_Day_Adventures-Taban.html,4.5,45,"Experience the adventurous side of Bali with this full-day combo experience, which includes white-water rafting and an ATV ride. You'll start at the Ayung River, where you'll raft through beautiful rainforests, past","2,790.95"
206,"Ubud White Water Rafting, Rice Terrace and Jungle Swing",/AttractionProductReview-g608496-d13562900-Ubud_White_Water_Rafting_Rice_Terrace_and_Jungle_Swing-Tabanan_Bali.html,5,29,"Enjoy an adrenaline-packed day—with none of that adrenaline coming from driving—on two classic Ubud adventures. First, take a white-water rafting trip down the Ayung River. After a buffet lunch and a coffee","2,350.61"
207,Bali Downhill Cultural Cycling Tour,/AttractionProductReview-g608496-d11476406-Bali_Downhill_Cultural_Cycling_Tour-Tabanan_Bali.html,5,62,"Combine Balinese culture with adventure on a full-day downhill cycling tour from Ubud. After hotel pickup, you’ll travel to the dramatic landscapes surrounding the Kintamini volcano to enjoy a coffee-tasting","2,350.61"
208,Bali Southern Private Tour,/AttractionProductReview-g1380108-d12426556-Private_Tour_Uluwatu_and_Jimbaran-Pecatu_Nusa_Dua_Peninsula_Bali.html,4.5,68,"Enjoy sunset views from clifftop Uluwatu Temple and experience Jimbaran Bay’s vibrant beach on this private tour, direct from your hotel. Leave south Bali’s toxic traffic to your chauffeur and relax as you explore","2,037.19"
209,Full-Day Ayung River White Water Rafting and Ubud Tour,/AttractionProductReview-g608496-d11484106-Full_Day_Ayung_River_White_Water_Rafting_and_Ubud_Tour-Tabanan_Bali.html,5,44,"This full-day excursion to the Ayung River and Ubud offers adventure and culture in equal measure. Ideal for families, this tour includes white-water rafting on the Ayung River and a visit to the Sacred Monkey","1,828.25"
210,Bali Best Waterfalls Tour,/AttractionProductReview-g469404-d15671709-Bali_Best_Waterfalls_Tour-Seminyak_Kuta_District_Bali.html,5,32,"North Bali’s most beautiful waterfalls take hours to reach from south Bali. Leave mountain roads to your expert chauffeur and experience the falls in style on this private door-to-door tour, with ample time to take","2,298.37"
211,Admission Ticket Upside Down World,/AttractionProductReview-g469404-d13943774-Admission_Ticket_Upside_Down_World-Seminyak_Kuta_District_Bali.html,4.5,2,"Treat the kids to a fab day out or style up your Instagram with guaranteed entry to Upside Down World, the Bali branch of the South-East Asian social brand. Capture hysterical shots with the help of the staff as you",313.41
212,Bali Best Snorkeling at Blue Lagoon with Transport and Lunch,/AttractionProductReview-g469404-d13496452-Bali_Best_Snorkeling_at_Blue_Lagoon_with_Transport_and_Lunch-Seminyak_Kuta_Distric.html,5,45,"With clear, warm waters and colorful fish and coral, Bali is a dream snorkeling destination. On this fun day trip you'll experience two of Bali's top snorkeling spots, the Blue Lagoon and Tanjung Jepun. These are","1,723.78"
213,Bali Quad Bike Adventure with Ubud Monkey Forest and Temple,/AttractionProductReview-g608496-d13282583-Bali_Quad_Bike_Adventure_with_Ubud_Monkey_Forest_and_Temple-Tabanan_Bali.html,5,40,"Achieve the perfect blend of thrills and culture on this private day tour around Ubud. Start with an all-terrain vehicle adventure, led by an experienced ATV instructor and complete with essential safety gear. After","3,395.32"
214,Nusa Penida Instagram Tour: Legendary Spots,/AttractionProductReview-g1380108-d15689841-Nusa_Penida_Instagram_Tour_Legendary_Spots-Pecatu_Nusa_Dua_Peninsula_Bali.html,5,16,"Instagram and photography enthusiasts will love this private tour of Nusa Penida, although it’s a fun tour for anyone who appreciates beautiful landscapes. You’ll be picked up in Bali and taken to the island by","4,440.03"
215,Local Market Tour and Traditional Balinese Cooking Class with a...,/AttractionProductReview-g608496-d14083954-Local_Market_Tour_and_Traditional_Balinese_Cooking_Class_with_a_Family_in_Ubud-Tab.html,5,42,"Culinary experiences don’t get more authentic than joining a local host on their daily shop. Start your private Balinese cooking lesson at Pejeng Market, where Putu, your host, will introduce you to the goodies on","3,134.14"
216,Half-Day Ubud Electric Bike Tour to Tirta Empul Water Temple,/AttractionProductReview-g608496-d13960871-Half_Day_Ubud_Electric_Bike_Tour_to_Tirta_Empul_Water_Temple-Tabanan_Bali.html,5,76,"Experience Ubud’s hilly back roads and rice-field landscapes in comfort on an electric bicycle on this half-day small-group tour. Pedal when you want, or let the motor take the strain. You’ll travel past local","2,611.78"
217,Gili island Snorkeling Half Day Trip departure from Gili Trawangan,/AttractionProductReview-g1940487-d16717180-Gili_island_Snorkeling_Half_Day_Trip_departure_from_Gili_Trawangan-Gili_Islands_P.html,3,2,This option entitles you snorkeling tour around the Gili islands. Perfect for combination of snorkelers and non snorkelers . with 2 option choice either small group tour about 4.5 hours Trip or Private Tour . Swim,"1,149.19"
218,"Yogyakarta Cultural Tour: Borobudur Temple, Prambanan Temple and...",/AttractionProductReview-g12872450-d11483254-Yogyakarta_Cultural_Tour_Borobudur_Temple_Prambanan_Temple_and_Merapi_Volcano-Sl.html,4.5,19,"Yogyakarta is unanimously hailed as the cultural heart of Indonesia. This private tour, ideal for travelers with limited time in Java, gives you the chance to tick off three Yogyakarta highlights in only one day.","6,529.46"
219,Nusa Penida Adventure Tour,/AttractionProductReview-g469404-d17065170-Nusa_Penida_Adventure_Tour-Seminyak_Kuta_District_Bali.html,4.5,3,"Get a comprehensive tour of Nusa Penida Island, including multiple snorkeling stops, on this full-day excursion. You’ll make the most of your day on the island with the leadership of a guide, who will make sure you","4,074.38"
220,Nusa Penida Instagram Tour: The Most Famous Spots,/AttractionProductReview-g12948593-d15665625-Nusa_Penida_Instagram_Tour_The_Most_Famous_Spots-Ped_Nusa_Penida_Bali.html,5,20,"Grab your phone and your friends and head out to visit Nusa Penida's most Instagram-famous spots with this private guided tour of the island. Your guide will take you and your party to Kelingking Beach, Diamond","4,440.03"
221,Jungle Hopper Package Bali Safari,/AttractionProductReview-g608496-d17554745-Jungle_Hopper_Package_Bali_Safari-Tabanan_Bali.html,4,4,"Special offer for Jungle Hopper Package with the best and easiest way to get into Bali Safari and Marine Park and embarks you on an adventure in the wildlife to encounter a wide variety of animals, even endangered","2,872.96"
222,Private Uluwatu Temple Day Trip,/AttractionProductReview-g1219108-d11464254-Private_Uluwatu_Temple_Day_Trip-Ungasan_Nusa_Dua_Peninsula_Bali.html,5,65,"Absorb the sacred splendor of Uluwatu Temple on a private full-day trip from South Denpasar. In the Balinese sunshine, you’ll visit the gorgeous Pandawa Beach and swim in the crystal clear waters of Labuan Sait","1,828.25"
223,"Private Uluwatu Temple,Kecak Fire Dance Evening Tour with Dinner in...",/AttractionProductReview-g469404-d12560490-Private_Uluwatu_Temple_Kecak_Fire_Dance_Evening_Tour_with_Dinner_in_Jimbaran_bay-S.html,4.5,33,"There’s no better place to immerse in Balinese culture than Uluwatu Temple, perched atop 230-foot (70-meter) cliffs. Skip the self-drive hassles and let your private driver take the wheel on this door-to-door","1,019.41"
224,"Bali Waterfalls in One Day: Tukad Cepung, Tibumana, Kanto Lampo...",/AttractionProductReview-g608496-d15845734-Bali_Waterfalls_in_One_Day_Tukad_Cepung_Tibumana_Kanto_Lampo_Tegenungan-Tabanan_Ba.html,5,11,"Pack your cameras for a full day tour around some of Bali’s most picturesque waterfalls. Rather than rushing from site to site with a large group of tourists, spend around an hour at each location with only a",626.83
